ample;14
advisable;14
adapt;14
accommodate;14
abundance;14
ye;11
vacant;13
unreserve;13
unluckily;13
unfold;13
tread;13
thoughtless;12
thorpes;13
suffice;12
stupidity;13
speed;13
sly;13
skill;13
shoulder;13
shoe;13
scatter;13
sanction;13
rough;13
richard;13
reside;13
refresh;13
rationally;13
prosperous;13
promotion;13
prayer;13
pour;13
plymouth;13
penance;13
pang;13
paint;12
origin;13
obstinate;13
obey;13
northampton;13
nash;12
mount;13
moderation;13
model;13
mend;12
liveliness;13
lengthen;13
larkins;13
invalid;13
intimately;13
incumbent;13
incessant;13
humility;13
hospitality;13
honestly;13
hedge;13
headache;13
guinea;13
grievance;13
gravel;13
frightful;12
fraser;13
fourteen;13
forever;13
foretell;13
floor;13
finery;13
exception;13
ere;13
ensure;13
elopement;13
educate;13
dropt;13
dissuade;13
disperse;13
disapprove;13
differ;13
detest;12
detect;13
despatch;13
defence;13
decisive;13
dart;13
croft_s;13
cox;13
cook;13
condescend;13
comprise;13
compassionate;13
coffee;12
clifton;13
castle;12
captivate;13
bury;13
brilliant;13
brighten;13
branch;13
border;13
blessing;13
bitterly;13
bewitch;13
bewilder;13
benevolence;13
avenue;13
attentively;13
associate;13
withhold;12
unkindness;12
ungracious;12
ungenerous;12
unfavourable;12
unexceptionable;12
uncertainty;12
swallow;12
survey;12
supposition;12
sparkle;12
somersetshire;11
skin;12
sketch;12
silently;12
shire;12
shift;12
shawl;11
shadow;12
rival;12
repress;12
repair;12
regulate;12
range;12
pure;12
profit;12
prior;12
pork;10
politely;11
playful;12
plantation;12
perpetual;12
patty;12
overtake;12
omit;12
october;12
occurrence;12
negative;12
monstrous;12
mill;12
michaelmas;12
mare;12
management;12
louisa_s;12
knife;10
issue;12
interpose;12
intently;12
inherit;12
ingenuity;12
infinite;12
inevitably;12
indispose;12
inconstancy;12
idleness;12
hero;12
grievous;12
grandmother;12
gold;12
georgiana;12
generation;11
freedom;12
frame;12
footstep;12
fondness;12
flight;12
firmness;12
firmly;12
extravagant;12
expressive;12
err;12
diffidence;12
depress;12
denote;12
denny;12
custom;12
creditable;12
cordially;12
contemplation;12
contemplate;12
consultation;12
considerate;12
confide;12
cherish;12
cheer;12
carteret;12
calculation;12
cake;12
blindness;12
billiard;12
author;12
attendant;12
apprehensive;12
appoint;12
anticipation;12
amidst;12
allowable;12
afflict;12
advantageous;12
adjoin;12
ache;12
abruptly;12
winthrop;11
wide;10
westons;11
violently;10
vice;11
utility;11
usefulness;11
usage;11
unsettle;11
universally;11
unconsciously;11
unconnected;11
tax;11
subsequent;11
stream;10
